code,label,count_for,count_against,count_abstentions,count_did_not_vote,group_voted,division,vote_id
GUE_NGL,The Left in the European Parliament,9,2,30,5,1,0.7804878048780488,182479
NI,Non-attached Members,8,6,14,2,1,0.7142857142857143,182479
ESN,Europe of Sovereign Nations,16,7,0,4,1,0.30434782608695654,182479
EPP,European Peopleâs Party,178,0,0,10,1,0.0,182463
SD,Progressive Alliance of Socialists and Democrats,126,0,0,10,1,0.0,182463
PFE,Patriots for Europe,70,1,7,7,1,0.10256410256410253,182463
ECR,European Conservatives and Reformists,73,1,0,5,1,0.013513513513513487,182463
RENEW,Renew Europe,65,0,0,10,1,0.0,182463
GREEN_EFA,Greens/European Free Alliance,49,0,0,4,1,0.0,182463
GUE_NGL,The Left in the European Parliament,39,0,2,5,1,0.04878048780487809,182463
NI,Non-attached Members,16,4,8,2,1,0.4285714285714286,182463
ESN,Europe of Sovereign Nations,3,0,20,4,1,0.8695652173913043,182463
EPP,European Peopleâs Party,174,5,0,9,1,0.027932960893854775,182470
SD,Progressive Alliance of Socialists and Democrats,124,0,0,12,1,0.0,182470
PFE,Patriots for Europe,57,8,13,7,1,0.2692307692307693,182470
ECR,European Conservatives and Reformists,58,10,6,5,1,0.21621621621621623,182470
RENEW,Renew Europe,60,5,0,10,1,0.07692307692307687,182470
GREEN_EFA,Greens/European Free Alliance,47,2,0,4,1,0.04081632653061229,182470
GUE_NGL,The Left in the European Parliament,42,0,0,4,1,0.0,182470
NI,Non-attached Members,15,4,9,2,1,0.4642857142857143,182470
ESN,Europe of Sovereign Nations,1,20,2,4,0,0.13043478260869568,182470
EPP,European Peopleâs Party,179,0,0,9,1,0.0,182483
SD,Progressive Alliance of Socialists and Democrats,120,5,0,11,1,0.040000000000000036,182483
PFE,Patriots for Europe,49,20,9,7,1,0.3717948717948718,182483
ECR,European Conservatives and Reformists,66,2,5,6,1,0.09589041095890416,182483
RENEW,Renew Europe,64,1,1,9,1,0.030303030303030276,182483
GREEN_EFA,Greens/European Free Alliance,35,11,3,4,1,0.2857142857142857,182483
GUE_NGL,The Left in the European Parliament,1,35,6,4,0,0.16666666666666663,182483
NI,Non-attached Members,4,24,0,2,0,0.1428571428571429,182483
ESN,Europe of Sovereign Nations,1,21,1,4,0,0.08695652173913049,182483
EPP,European Peopleâs Party,175,3,0,10,1,0.016853932584269704,182518
SD,Progressive Alliance of Socialists and Democrats,14,112,0,10,0,0.11111111111111116,182518
PFE,Patriots for Europe,77,0,0,8,1,0.0,182518
ECR,European Conservatives and Reformists,73,1,0,5,1,0.013513513513513487,182518
RENEW,Renew Europe,56,4,6,9,1,0.1515151515151515,182518
GREEN_EFA,Greens/European Free Alliance,0,49,0,4,0,0.0,182518
GUE_NGL,The Left in the European Parliament,0,42,0,4,0,0.0,182518
NI,Non-attached Members,10,7,11,2,1,0.6428571428571428,182518
ESN,Europe of Sovereign Nations,23,0,0,4,1,0.0,182518
EPP,European Peopleâs Party,1,176,0,11,0,0.005649717514124242,182614
SD,Progressive Alliance of Socialists and Democrats,12,111,2,11,0,0.11199999999999999,182614
PFE,Patriots for Europe,0,78,0,7,0,0.0,182614
ECR,European Conservatives and Reformists,1,72,1,5,0,0.027027027027026973,182614
RENEW,Renew Europe,0,66,0,9,0,0.0,182614
GREEN_EFA,Greens/European Free Alliance,48,0,0,5,1,0.0,182614
GUE_NGL,The Left in the European Parliament,42,0,0,4,1,0.0,182614
NI,Non-attached Members,13,14,1,2,0,0.5,182614
ESN,Europe of Sovereign Nations,0,23,0,4,0,0.0,182614
EPP,European Peopleâs Party,58,114,4,12,0,0.3522727272727273,182703
SD,Progressive Alliance of Socialists and Democrats,123,0,3,10,1,0.023809523809523836,182703
PFE,Patriots for Europe,64,13,0,8,1,0.16883116883116878,182703
ECR,European Conservatives and Reformists,63,11,0,5,1,0.14864864864864868,182703
RENEW,Renew Europe,31,33,1,10,0,0.49230769230769234,182703
GREEN_EFA,Greens/European Free Alliance,49,0,0,4,1,0.0,182703
GUE_NGL,The Left in the European Parliament,42,0,0,4,1,0.0,182703
NI,Non-attached Members,27,1,0,2,1,0.0357142857142857,182703
ESN,Europe of Sovereign Nations,22,1,0,4,1,0.04347826086956519,182703
EPP,European Peopleâs Party,173,3,2,10,1,0.028089887640449396,182645
SD,Progressive Alliance of Socialists and Democrats,66,8,50,12,1,0.467741935483871,182645
PFE,Patriots for Europe,52,12,14,7,1,0.33333333333333337,182645
ECR,European Conservatives and Reformists,56,6,10,7,1,0.2222222222222222,182645
RENEW,Renew Europe,64,1,1,9,1,0.030303030303030276,182645
GREEN_EFA,Greens/European Free Alliance,0,47,2,4,0,0.04081632653061229,182645
GUE_NGL,The Left in the European Parliament,0,39,0,7,0,0.0,182645
NI,Non-attached Members,5,12,10,3,0,0.5555555555555556,182645
ESN,Europe of Sovereign Nations,1,3,19,4,0,0.8695652173913043,182645
EPP,European Peopleâs Party,171,2,1,14,1,0.017241379310344862,182460
SD,Progressive Alliance of Socialists and Democrats,108,6,12,10,1,0.1428571428571429,182460
PFE,Patriots for Europe,1,68,9,7,0,0.1282051282051282,182460
ECR,European Conservatives and Reformists,15,25,36,3,0,0.6710526315789473,182460
RENEW,Renew Europe,66,0,0,9,1,0.0,182460
GREEN_EFA,Greens/European Free Alliance,45,0,4,4,1,0.08163265306122447,182460
GUE_NGL,The Left in the European Parliament,2,40,0,4,0,0.04761904761904767,182460
NI,Non-attached Members,6,17,5,2,0,0.3928571428571429,182460
ESN,Europe of Sovereign Nations,17,3,3,4,1,0.26086956521739135,182460
EPP,European Peopleâs Party,56,109,4,19,0,0.3550295857988166,182705
SD,Progressive Alliance of Socialists and Democrats,116,0,3,17,1,0.025210084033613467,182705
PFE,Patriots for Europe,63,13,0,9,1,0.17105263157894735,182705
ECR,European Conservatives and Reformists,58,11,0,10,1,0.1594202898550725,182705
RENEW,Renew Europe,28,34,1,12,0,0.46031746031746035,182705
GREEN_EFA,Greens/European Free Alliance,47,0,0,6,1,0.0,182705
GUE_NGL,The Left in the European Parliament,40,0,0,6,1,0.0,182705
NI,Non-attached Members,26,1,0,3,1,0.03703703703703709,182705
ESN,Europe of Sovereign Nations,21,1,0,5,1,0.045454545454545414,182705
EPP,European Peopleâs Party,179,0,0,9,1,0.0,182509
SD,Progressive Alliance of Socialists and Democrats,124,0,1,11,1,0.008000000000000007,182509
PFE,Patriots for Europe,73,2,3,7,1,0.0641025641025641,182509
ECR,European Conservatives and Reformists,72,0,0,7,1,0.0,182509
RENEW,Renew Europe,66,0,0,9,1,0.0,182509
GREEN_EFA,Greens/European Free Alliance,46,0,3,4,1,0.061224489795918324,182509
GUE_NGL,The Left in the European Parliament,25,8,9,4,1,0.40476190476190477,182509
NI,Non-attached Members,23,5,0,2,1,0.1785714285714286,182509
ESN,Europe of Sovereign Nations,21,2,0,4,1,0.08695652173913049,182509
EPP,European Peopleâs Party,151,1,2,34,1,0.01948051948051943,181550
SD,Progressive Alliance of Socialists and Democrats,113,0,0,23,1,0.0,181550
PFE,Patriots for Europe,15,2,59,9,1,0.8026315789473684,181550
ECR,European Conservatives and Reformists,37,4,26,12,1,0.4477611940298507,181550
RENEW,Renew Europe,64,0,0,11,1,0.0,181550
GREEN_EFA,Greens/European Free Alliance,50,0,0,3,1,0.0,181550
GUE_NGL,The Left in the European Parliament,36,0,0,10,1,0.0,181550
NI,Non-attached Members,21,2,3,4,1,0.1923076923076923,181550
ESN,Europe of Sovereign Nations,3,0,19,5,1,0.8636363636363636,181550
EPP,European Peopleâs Party,152,0,0,36,1,0.0,181486
SD,Progressive Alliance of Socialists and Democrats,113,0,2,21,1,0.017391304347826098,181486
PFE,Patriots for Europe,38,6,31,10,1,0.4933333333333333,181486
ECR,European Conservatives and Reformists,58,2,5,14,1,0.10769230769230764,181486
RENEW,Renew Europe,64,0,0,11,1,0.0,181486
GREEN_EFA,Greens/European Free Alliance,50,0,0,3,1,0.0,181486
GUE_NGL,The Left in the European Parliament,9,3,25,9,1,0.7567567567567568,181486
NI,Non-attached Members,6,13,7,4,0,0.5,181486
ESN,Europe of Sovereign Nations,0,17,4,6,0,0.19047619047619047,181486
EPP,European Peopleâs Party,156,0,0,32,1,0.0,181559
SD,Progressive Alliance of Socialists and Democrats,111,1,4,20,1,0.0431034482758621,181559
PFE,Patriots for Europe,0,19,57,9,0,0.75,181559
ECR,European Conservatives and Reformists,64,3,0,12,1,0.04477611940298509,181559
RENEW,Renew Europe,46,0,18,11,1,0.28125,181559
GREEN_EFA,Greens/European Free Alliance,1,0,49,3,1,0.98,181559
GUE_NGL,The Left in the European Parliament,0,33,4,9,0,0.10810810810810811,181559
NI,Non-attached Members,12,13,1,4,0,0.5,181559
ESN,Europe of Sovereign Nations,2,19,0,6,0,0.09523809523809523,181559
EPP,European Peopleâs Party,156,0,0,32,1,0.0,181561
SD,Progressive Alliance of Socialists and Democrats,111,0,4,21,1,0.034782608695652195,181561
PFE,Patriots for Europe,0,11,64,10,0,0.8533333333333333,181561
ECR,European Conservatives and Reformists,64,2,0,13,1,0.030303030303030276,181561
RENEW,Renew Europe,54,0,9,12,1,0.1428571428571429,181561
GREEN_EFA,Greens/European Free Alliance,3,0,47,3,1,0.94,181561
GUE_NGL,The Left in the European Parliament,0,33,4,9,0,0.10810810810810811,181561
NI,Non-attached Members,12,12,2,4,0,0.5384615384615384,181561
ESN,Europe of Sovereign Nations,0,19,2,6,0,0.09523809523809523,181561
EPP,European Peopleâs Party,146,1,0,41,1,0.006802721088435382,182257
SD,Progressive Alliance of Socialists and Democrats,105,0,0,31,1,0.0,182257
PFE,Patriots for Europe,51,0,24,10,1,0.31999999999999995,182257
ECR,European Conservatives and Reformists,61,2,0,16,1,0.031746031746031744,182257
RENEW,Renew Europe,63,0,0,12,1,0.0,182257
GREEN_EFA,Greens/European Free Alliance,50,0,0,3,1,0.0,182257
GUE_NGL,The Left in the European Parliament,30,0,0,16,1,0.0,182257
NI,Non-attached Members,12,0,12,6,1,0.5,182257
ESN,Europe of Sovereign Nations,1,0,21,5,1,0.9545454545454546,182257
EPP,European Peopleâs Party,144,1,3,40,1,0.027027027027026973,181566
SD,Progressive Alliance of Socialists and Democrats,5,104,2,25,0,0.06306306306306309,181566
PFE,Patriots for Europe,75,0,1,9,1,0.013157894736842146,181566
ECR,European Conservatives and Reformists,64,1,0,14,1,0.01538461538461533,181566
RENEW,Renew Europe,6,57,0,12,0,0.09523809523809523,181566
GREEN_EFA,Greens/European Free Alliance,0,49,0,4,0,0.0,181566
GUE_NGL,The Left in the European Parliament,1,31,2,12,0,0.08823529411764708,181566
NI,Non-attached Members,20,2,4,4,1,0.23076923076923073,181566
ESN,Europe of Sovereign Nations,22,0,0,5,1,0.0,181566
EPP,European Peopleâs Party,148,0,0,40,1,0.0,182288
SD,Progressive Alliance of Socialists and Democrats,107,0,0,29,1,0.0,182288
PFE,Patriots for Europe,8,30,38,9,0,0.6052631578947368,182288
ECR,European Conservatives and Reformists,63,0,1,15,1,0.015625,182288
RENEW,Renew Europe,63,1,0,11,1,0.015625,182288
GREEN_EFA,Greens/European Free Alliance,49,0,0,4,1,0.0,182288
GUE_NGL,The Left in the European Parliament,32,0,0,14,1,0.0,182288
NI,Non-attached Members,14,0,11,5,1,0.43999999999999995,182288
ESN,Europe of Sovereign Nations,19,1,2,5,1,0.13636363636363635,182288
EPP,European Peopleâs Party,154,0,0,34,1,0.0,182305
SD,Progressive Alliance of Socialists and Democrats,105,0,0,31,1,0.0,182305
PFE,Patriots for Europe,55,0,7,23,1,0.11290322580645162,182305
ECR,European Conservatives and Reformists,58,0,1,20,1,0.016949152542372836,182305
RENEW,Renew Europe,62,0,0,13,1,0.0,182305
GREEN_EFA,Greens/European Free Alliance,47,0,0,6,1,0.0,182305
GUE_NGL,The Left in the European Parliament,33,0,0,13,1,0.0,182305
NI,Non-attached Members,12,0,13,5,1,0.52,182305
ESN,Europe of Sovereign Nations,13,0,6,8,1,0.3157894736842105,182305
EPP,European Peopleâs Party,147,0,7,34,1,0.045454545454545414,182293
SD,Progressive Alliance of Socialists and Democrats,114,0,0,22,1,0.0,182293
PFE,Patriots for Europe,13,39,16,17,0,0.42647058823529416,182293
ECR,European Conservatives and Reformists,24,2,38,15,1,0.625,182293
RENEW,Renew Europe,63,0,0,12,1,0.0,182293
GREEN_EFA,Greens/European Free Alliance,50,0,0,3,1,0.0,182293
GUE_NGL,The Left in the European Parliament,37,0,0,9,1,0.0,182293
NI,Non-attached Members,14,1,11,4,1,0.46153846153846156,182293
ESN,Europe of Sovereign Nations,2,16,3,6,0,0.23809523809523814,182293
EPP,European Peopleâs Party,136,0,1,51,1,0.007299270072992692,182353
SD,Progressive Alliance of Socialists and Democrats,98,0,0,38,1,0.0,182353
PFE,Patriots for Europe,2,19,54,10,0,0.7466666666666666,182353
ECR,European Conservatives and Reformists,48,5,9,17,1,0.22580645161290325,182353
RENEW,Renew Europe,60,0,3,12,1,0.04761904761904767,182353
GREEN_EFA,Greens/European Free Alliance,46,0,2,5,1,0.04166666666666663,182353
GUE_NGL,The Left in the European Parliament,7,10,15,14,0,0.6875,182353
NI,Non-attached Members,3,17,4,6,0,0.29166666666666663,182353
ESN,Europe of Sovereign Nations,1,19,2,5,0,0.13636363636363635,182353
EPP,European Peopleâs Party,177,0,0,11,1,0.0,181492
SD,Progressive Alliance of Socialists and Democrats,126,0,0,10,1,0.0,181492
PFE,Patriots for Europe,8,25,48,4,0,0.691358024691358,181492
ECR,European Conservatives and Reformists,67,2,5,5,1,0.09459459459459463,181492
RENEW,Renew Europe,67,0,0,8,1,0.0,181492
GREEN_EFA,Greens/European Free Alliance,52,0,0,1,1,0.0,181492
GUE_NGL,The Left in the European Parliament,7,8,24,7,0,0.7948717948717949,181492
NI,Non-attached Members,6,19,2,3,0,0.2962962962962963,181492
ESN,Europe of Sovereign Nations,0,21,1,5,0,0.045454545454545414,181492
EPP,European Peopleâs Party,155,0,0,33,1,0.0,182317
SD,Progressive Alliance of Socialists and Democrats,112,0,0,24,1,0.0,182317
PFE,Patriots for Europe,64,0,2,19,1,0.030303030303030276,182317
ECR,European Conservatives and Reformists,60,0,0,19,1,0.0,182317
RENEW,Renew Europe,63,0,0,12,1,0.0,182317
GREEN_EFA,Greens/European Free Alliance,50,0,0,3,1,0.0,182317
GUE_NGL,The Left in the European Parliament,24,0,10,12,1,0.2941176470588235,182317
NI,Non-attached Members,8,5,13,4,1,0.6923076923076923,182317
ESN,Europe of Sovereign Nations,13,2,6,6,1,0.38095238095238093,182317
EPP,European Peopleâs Party,166,3,7,12,1,0.05681818181818177,181520
SD,Progressive Alliance of Socialists and Democrats,122,0,3,11,1,0.02400000000000002,181520
PFE,Patriots for Europe,41,19,21,4,1,0.49382716049382713,181520
ECR,European Conservatives and Reformists,2,38,33,6,0,0.4794520547945206,181520
RENEW,Renew Europe,59,6,3,7,1,0.13235294117647056,181520
GREEN_EFA,Greens/European Free Alliance,49,1,1,2,1,0.039215686274509776,181520
GUE_NGL,The Left in the European Parliament,37,0,2,7,1,0.05128205128205132,181520
NI,Non-attached Members,7,8,13,2,0,0.7142857142857143,181520
ESN,Europe of Sovereign Nations,0,17,3,7,0,0.15000000000000002,181520
EPP,European Peopleâs Party,170,3,3,12,1,0.03409090909090906,181544
SD,Progressive Alliance of Socialists and Democrats,1,126,0,9,0,0.007874015748031482,181544
PFE,Patriots for Europe,75,6,0,4,1,0.07407407407407407,181544
ECR,European Conservatives and Reformists,74,0,0,5,1,0.0,181544
RENEW,Renew Europe,5,62,1,7,0,0.08823529411764708,181544
GREEN_EFA,Greens/European Free Alliance,0,51,1,1,0,0.019230769230769273,181544
GUE_NGL,The Left in the European Parliament,0,39,0,7,0,0.0,181544
NI,Non-attached Members,15,11,2,2,1,0.4642857142857143,181544
ESN,Europe of Sovereign Nations,20,0,1,6,1,0.04761904761904767,181544
EPP,European Peopleâs Party,168,0,1,19,1,0.00591715976331364,181522
SD,Progressive Alliance of Socialists and Democrats,124,0,3,9,1,0.023622047244094446,181522
PFE,Patriots for Europe,29,17,35,4,1,0.6419753086419753,181522
ECR,European Conservatives and Reformists,65,7,0,7,1,0.09722222222222221,181522
RENEW,Renew Europe,65,3,0,7,1,0.044117647058823484,181522
GREEN_EFA,Greens/European Free Alliance,52,0,0,1,1,0.0,181522
GUE_NGL,The Left in the European Parliament,0,9,30,7,0,0.7692307692307692,181522
NI,Non-attached Members,10,14,4,2,0,0.5,181522
ESN,Europe of Sovereign Nations,6,15,0,6,0,0.2857142857142857,181522
EPP,European Peopleâs Party,176,0,0,12,1,0.0,181563
SD,Progressive Alliance of Socialists and Democrats,127,0,0,9,1,0.0,181563
PFE,Patriots for Europe,3,70,7,5,0,0.125,181563
ECR,European Conservatives and Reformists,47,7,20,5,1,0.3648648648648649,181563
RENEW,Renew Europe,67,1,0,7,1,0.014705882352941124,181563
GREEN_EFA,Greens/European Free Alliance,52,0,0,1,1,0.0,181563
GUE_NGL,The Left in the European Parliament,29,3,7,7,1,0.2564102564102564,181563
NI,Non-attached Members,20,7,1,2,1,0.2857142857142857,181563
ESN,Europe of Sovereign Nations,0,22,0,5,0,0.0,181563
EPP,European Peopleâs Party,1,176,0,11,0,0.005649717514124242,181885
SD,Progressive Alliance of Socialists and Democrats,7,118,1,10,0,0.06349206349206349,181885
PFE,Patriots for Europe,0,81,0,4,0,0.0,181885
ECR,European Conservatives and Reformists,0,72,1,6,0,0.013698630136986356,181885
RENEW,Renew Europe,31,36,1,7,0,0.47058823529411764,181885
GREEN_EFA,Greens/European Free Alliance,51,0,1,1,1,0.019230769230769273,181885
GUE_NGL,The Left in the European Parliament,39,0,0,7,1,0.0,181885
NI,Non-attached Members,5,22,1,2,0,0.2142857142857143,181885
ESN,Europe of Sovereign Nations,0,21,1,5,0,0.045454545454545414,181885
EPP,European Peopleâs Party,21,141,4,22,0,0.1506024096385542,181950
SD,Progressive Alliance of Socialists and Democrats,0,121,1,14,0,0.008196721311475419,181950
PFE,Patriots for Europe,31,46,3,5,0,0.42500000000000004,181950
ECR,European Conservatives and Reformists,62,11,1,5,1,0.16216216216216217,181950
RENEW,Renew Europe,0,67,1,7,0,0.014705882352941124,181950
GREEN_EFA,Greens/European Free Alliance,0,52,0,1,0,0.0,181950
GUE_NGL,The Left in the European Parliament,5,23,3,15,0,0.25806451612903225,181950
NI,Non-attached Members,19,3,5,3,1,0.2962962962962963,181950
ESN,Europe of Sovereign Nations,19,1,2,5,1,0.13636363636363635,181950
EPP,European Peopleâs Party,173,1,3,11,1,0.02259887005649719,181813
SD,Progressive Alliance of Socialists and Democrats,8,115,2,11,0,0.07999999999999996,181813
PFE,Patriots for Europe,79,1,0,5,1,0.012499999999999956,181813
ECR,European Conservatives and Reformists,73,0,0,6,1,0.0,181813
RENEW,Renew Europe,29,36,2,8,0,0.4626865671641791,181813
GREEN_EFA,Greens/European Free Alliance,0,52,0,1,0,0.0,181813
GUE_NGL,The Left in the European Parliament,0,38,0,8,0,0.0,181813
NI,Non-attached Members,20,7,0,3,1,0.2592592592592593,181813
ESN,Europe of Sovereign Nations,20,0,1,6,1,0.04761904761904767,181813
EPP,European Peopleâs Party,1,173,2,12,0,0.017045454545454586,181953
SD,Progressive Alliance of Socialists and Democrats,3,5,118,10,0,0.9603174603174603,181953
PFE,Patriots for Europe,7,68,6,4,0,0.16049382716049387,181953
ECR,European Conservatives and Reformists,1,70,2,6,0,0.04109589041095896,181953
RENEW,Renew Europe,5,61,1,8,0,0.08955223880597019,181953
GREEN_EFA,Greens/European Free Alliance,6,0,45,2,1,0.8823529411764706,181953
GUE_NGL,The Left in the European Parliament,38,0,1,7,1,0.02564102564102566,181953
NI,Non-attached Members,11,8,6,5,1,0.56,181953
ESN,Europe of Sovereign Nations,16,3,3,5,1,0.2727272727272727,181953
EPP,European Peopleâs Party,65,67,38,18,0,0.6058823529411765,181951
SD,Progressive Alliance of Socialists and Democrats,89,11,10,26,1,0.19090909090909092,181951
PFE,Patriots for Europe,13,56,9,7,0,0.28205128205128205,181951
ECR,European Conservatives and Reformists,61,10,0,8,1,0.14084507042253525,181951
RENEW,Renew Europe,30,28,9,8,1,0.5522388059701493,181951
GREEN_EFA,Greens/European Free Alliance,49,0,0,4,1,0.0,181951
GUE_NGL,The Left in the European Parliament,31,0,0,15,1,0.0,181951
NI,Non-attached Members,17,4,5,4,1,0.34615384615384615,181951
ESN,Europe of Sovereign Nations,4,12,5,6,0,0.4285714285714286,181951
